ret,vol,sharpe,feasible
0.191904,0.185578,0.83913,False
0.163508,0.171211,0.743688,False
0.171046,0.189015,0.71352,False
0.147708,0.164576,0.677671,False
0.171913,0.176095,0.770796,False
0.163638,0.191577,0.665308,True
0.159105,0.180001,0.682915,False
0.164181,0.168857,0.758045,False
0.173705,0.170504,0.806576,False
0.169769,0.167966,0.795333,False
0.19436,0.181758,0.870283,False
0.197215,0.183332,0.878376,False
0.170776,0.174451,0.771539,False
0.141533,0.166679,0.63207,False
0.157275,0.168224,0.719842,False
0.179174,0.179044,0.798653,False
0.15633,0.161167,0.745496,True
0.176281,0.18731,0.747962,True
0.149591,0.163422,0.693974,True
0.153788,0.162454,0.723943,False
0.169858,0.167444,0.798342,False
0.224329,0.197744,0.951477,False
0.141756,0.168406,0.626909,False
0.175731,0.174304,0.80062,False
0.148495,0.165847,0.677223,False
0.162744,0.162909,0.776898,False
0.171085,0.184228,0.73227,True
0.161352,0.173899,0.719795,True
0.197031,0.182707,0.88038,False
0.164655,0.169362,0.758582,False
0.157022,0.185205,0.652478,False
0.172821,0.16718,0.817332,True
0.187412,0.181362,0.833869,False
